Job_Title,Company,Location,Date_Posted,Category,Looking_for,Description
Python Developer,Asper Brothers,"Warsaw / Remote, Mazowieckie, Poland",14 September 2021,Developer / Engineer,Back end,HERE ARE THE HIGH-LEVEL REQUIREMENTS:Your English needs to be at least B2 level proven in practice (not by certificates).+3 years of experience.PythonDjangopytestpostgresAPI-APITest-driven development.SCRUM.
Senior Software/Data Engineer - Python and SQL,WattTime.org,"Remote, U.S.-Only",13 September 2021,Developer / Engineer,"Back end,Big Data,Database,Integration,Management,Systems","BS, MS in computer science or an engineering related field with relevant experience.2-8 years of full time work experience in software development or data engineering.Comfortable working in Linux full time.Excellent grasp on: Python, Pandas, relational databases, working with data pipelines.Experience working with large datasets and cloud platforms such as GCP a plus.Highly motivated, collaborative, action-oriented, able to lead and to take direction.Strong organizational skills and attention to detail.Bonus points: Prior experience working with satellite imagery, power grid, emissions and/ or energy data"
Python Developer,Pixstone Images Private Limited,"Chennai, India",11 September 2021,Manager / Executive,"Back end,Front end","Roles & Responsibilities:Work with artists to understand their requirements and develop effective tools to simplify their workflowOptimize VFX, Stereo and Animation processes by writing and maintaining scripts for use on visual effects.Maintenance and documentation of new tools and workflows.Test and deploy new tools, updates, and software to the floor"
Intermediate Python Developer,Delta Controls Inc.,"Surrey, British Columbia, Canada",10 September 2021,Developer / Engineer,"Back end,Database,Front end,Testing,Web","Main skills required:Experience and Qualifications2+ years’ experience as a software developerProficient in Python3 using object-oriented analysis and design (OOAD) methodologiesExperience with Python3 unittest, Flask, SQLAlchemy, Alembic, Multiprocessing, Threading and PackagingExpertise with PostgreSQL and relational databasesStrong Linux & Windows developer skillsBachelor's degree in Computer Science/Engineering or equivalent experience"
Senior Backend Engineer (Remote),Center of Complex Interventions,"N/A, N/A, N/A",10 September 2021,Developer / Engineer,"Back end,Database,Web","Expertise in Python.Strong grasp of SQL and database performance (PostgreSQL preferred).Experience with architecting and maintaining Python web applications
(Django and/or SQLAlchemy preferred).Experience designing REST APIs.Professional experience collaborating on a product within a 4-5
member engineering team.Excellent verbal communication skills in English.Comfort with explaining your ideas quickly, clearly, and
comprehensively in writing.Ability to work independently, build good working relationships
remotely, and communicate proactively.Interest in building an open source community and helping others
contribute to the project.Comfort with working without defined specifications and identifying
and resolving ambiguity quickly.Curiosity and enjoyment of learning new things."
Senior Django Software Engineer,Emissary.ai,"Remote, Anywhere, Western Hemisphere",09 September 2021,Developer / Engineer,"Back end,Database,Web","5+ years Python experience, 3+ years Django development experience. Candidates with strong experience in remote teams strongly preferred.About the CompanyEmissary.ai is a rapidly growing SaaS platform that provides enterprise grade texting/SMS tools for recruiters that work in harmony with other recruiting solutions. We are transforming the way companies communicate with talent, making the process more efficient and user friendly for recruiters and candidates. Our customers include global brands spanning diverse industries.Contact InfoContact: Ken KinderE-mail contact:work@emissary.aiWeb:https://emissary.ai/"
Sr. Engineer (Python),Verusen,"Atlanta (remote), GA, US-only",08 September 2021,Developer / Engineer,"Back end,Big Data,Database,Integration,Systems","What you will do:Take a problem statement and deliver innovative (but pragmatic) and maintainable solutions from inception to shipped.Work across teams (Product, Data Science, Quality, DevOps) to ensure we are delivering holistic solutions and not building silos.Work with other engineers on directed initiatives/projects and clearly communicate progress, blockers and FUD (Fear, Uncertainty and Doubt).Be an active participant in making our organization better.  Bring a diverse set of ideas to the table and champion the things you believe in."
Sr. Data Engineer,Verusen,"Atlanta (remote), GA, US-only",08 September 2021,Developer / Engineer,"Back end,Big Data,Database,Integration,Machine Learning,Systems","What you will do:Take a problem statement and deliver innovative (but pragmatic) and maintainable solutions from inception to shipped.Work across teams (Product, Data Science, Quality, DevOps) to ensure we are delivering holistic solutions and not building silos.Work with other engineers on directed initiatives/projects and clearly communicate progress, blockers and FUD (Fear, Uncertainty and Doubt).Be an active participant in making our organization better.  Bring a diverse set of ideas to the table and champion the things you believe in."
Sr. Fullstack Engineer (Python),Verusen,"Atlanta (remote), GA, US-only",08 September 2021,Developer / Engineer,"Back end,Database,Front end,Integration,Systems","What you will do:Take a problem statement and deliver innovative (but pragmatic) and maintainable solutions from inception to shipped.Work across teams (Product, Data Science, Quality, DevOps) to ensure we are delivering holistic solutions and not building silos.Work with other engineers on directed initiatives/projects and clearly communicate progress, blockers and FUD (Fear, Uncertainty and Doubt).Be an active participant in making our organization better.  Bring a diverse set of ideas to the table and champion the things you believe in."
Software Engineer,Amyris,"Remote - USA, United States",06 September 2021,Developer / Engineer,"Front end,Integration,Systems","3+ years of professional programming experienceStrong coding skills in either Python or a similar language. Ideally deep experience in multiple languages. In addition to Python, Amyris has codebases in F#, R and PHP (phasing out, but still have some important legacy code).Experience with full-stack web application development, including coding skills in Javascript, CSS and HTML. Relational database design and coding experience. We use PostgreSQL and SQL Server, though we also treat plasmids and chromosomes as datastores.Experience developing software in a Unix environment. Dev tools are chosen at the developer’s discretion, but most of the software development and all production deployment is on Linux (Ubuntu).Fluent Linux command-line skills.Interest and ability to communicate with scientistsExcellent written and verbal communication skills"
Senior Python Engineer,DevsData LLC,"-, 100% REMOTE, -",06 September 2021,Developer / Engineer,"Back end,Front end","Ideal candidate profile:4+ years of experience in backend developmentStrong software development skills with PythonBasis of JavaScriptEnjoys solving unpredictable and dynamic challengesFamiliarity with Kubernetes and resource managementDabbled in trust-less and distributed systemsExperience with PostgreSQL or other SQL databasesHigh level of proactivity and resourcefulness - it’s a dynamic startup environment, you’ll not have preplanned & extensively described Jira tasks, the expectation is to suggest the best solution to the assignment from yourselfConversational English (at least B2, ideally C1)"
Software Development Engineer (R&D) with Python,Technest,"Malaga, Andalusia, Spain",06 September 2021,Developer / Engineer,"Back end,Front end","WHAT YOU BRING:At least 5 years of experience as developerExperience with at least 2 of the following languages: Javascript, Python, C++, Go, JavaExperience with different communication protocols: REST, Websockets, Kafka, ...BS or MS degree in Computer Science or a related technical fieldAdvanced level of EnglishA pragmatic attitude and approach to solving problemsAbility to achieve results in a fast-paced environment, learn new technologies, programming languages and techniquesBe able to develop pragmatic solutions based on ideas or partial requirementsMust be a team playerExcellent analytical skillsExcellent communication and interpersonal skills"
Data / Python / PostgreSQL Engineer (Remote / Hybrid US Pacific),Research Affiliates,"Newport Beach, CA, US",03 September 2021,Developer / Engineer,"Back end,Big Data,Database,Finance,Numeric processing,Systems","Substantial experience with Python and PostgreSQL.Mastery of SQL and relational databases.Experience with MS SQL Server, MySQL, and AWS RDS.Experience with Linux and Windows operating systemsA bachelor's degree or higher in Computer Science or a related field."
Advanced Python Engineer (Remote / Hybrid US Pacific),Research Affiliates,"Newport Beach, CA, USA",03 September 2021,Developer / Engineer,"Back end,Finance,Numeric processing,Systems",REQUIREMENTSSubstantial experience with Python (knowledge of the libraries we use is beneficial but not required).A bachelor's degree or higher in Computer Science or a related field.
Senior Python Developer,Red Acre,"St Julians/ Limassol/ Dublin, Malta/Cyprus/Ireland",02 September 2021,Developer / Engineer,,"Experience in OOP/functional coding in PythonExperience in python web frameworks like Flask/Django3+ years of experience in a well-structured development team3+ years of Python development experienceStrong Python coding skills (3.4+) with an understanding of performance issues, code readability, and maintainabilityIn depth knowledge of SQL preferably with Oracle, SQL Server and/or MySQLMust have the ability to work in a dynamic, fast-paced environmentStrong communication skills to interact with Agile team membersHighly skilled with AWS servicesPrevious experience with containerization technologies such as Docker and KubernetesStrong software architecture knowledgePrevious experience with REST API development and integration"
Medior / Senior Python Developer,UcodeS BV.,"Kontich, Antwerp, Belgium",02 September 2021,Developer / Engineer,"Back end,Big Data,Cloud,Database,Front end,Integration,Operations,Systems,Testing,Text Processing,Web","Minimum QualificationsTwo or more years of professional experienceBachelor degree in engineering / computer science or equivalent through proven experienceStrong core Python knowledgeExperience with unit testing in PythonProficient in one or more of the following frameworks:
- Django
- Flask
- FalconExperience with building, debugging and optimisations of Python codeAbility to work within a Linux environmentSQL database skillsExperience with GIT or its derivatives"
Backend Developer,Upswing Cognitive Hospitality Solutions,"PUNE, MAHARASHTRA, INDIA",02 September 2021,Developer / Engineer,"Back end,Cloud,Database,Integration,Management,Web","Sound knowledge in OOAD and Data StructuresMandatory to have demonstrated programming experience in Python and in developing Unit Tests.Working with Native AWS services ( Lambda, Step Functions, etc.) is a plus.Experience with NoSQL database (like MongoDB, Cassandra, DynamoDB, etc.)Desired experience with at least one RDBMS (Oracle, DB2, MySQL, etc.) is a plusShould have a good understanding of REST principles using flask & FASTKnowledge of object-relational mapping (ORM)Understand design patterns and their significance in software developmentAbility to context-switch between different problems at the same time efficiently and prioritize them properly before tackling themFast prototyping of proof-of concept features/applications based on briefOwn the delivery of an entire piece of a system or applicationUse technical knowledge and creative thinking to provide the most innovative solutionsOptimize the performance of the apps and keep up to date with the latest industry trends in mobile technologies"
Developer Advocate - Remote,Zyte,"Cork, Ireland",01 September 2021,Developer / Engineer,Evangelism,"2+ years of experience working as a developer or developer advocate/evangelist or support engineer.Demonstrable knowledge of Python.Interest in web data extractionA passion for developers and helping developers.Excellent verbal and written communication skills with some experience with public speakingProven experience working with communities, social media, and blogging required.Self-motivated, self-reliant and able to prioritize tasks.Strong team player with good analytical and technical writing skillsExperience with Scrapy, headless browsers and web scraping is a plus but not a hard requirement."
Senior Software Engineer,UT Austin Texas Development,"Austin, Texas, USA",31 August 2021,Developer / Engineer,,"Bachelor’s degree.Four+ years of experience as a full—stack developer/engineer using frameworks such as Angular and Django.Four+ years of experience automated testing strategies.Two+ years of experience developing modern single-page applications.Good exposure to/understanding of proper RESTful API design principles.Basic proficiency at managing and troubleshooting servers/VMs, especially Unix/Linux.Previous experience with Agile Scrum.Good understanding of source control and versioning tools (Git).Previous experience with modern DevOps practices and exposure to modern deployment environments.Relevant education and experience may be substituted as appropriate."
Senior Software Engineer,Optimal Dynamics,"New York City, NY, United States",31 August 2021,Developer / Engineer,Back end,"5+ years of experience building, testing, deploying and operating your own projects. Our team practices the DevOps culture and expects that each member of the team can be self-sufficient.Experience designing and developing microservicesHave a good understanding of concepts like concurrency and event driven architectureExperience in designing and developing large scale distributed systemsBS in Computer Science or a related degree"
Software Engineer - Python,Zywave,"Wauwatosa, Wisconsin, United States",31 August 2021,Developer / Engineer,,"Factors for SuccessDegree in computer science or related field, as well as 3+ years of relevant work experience.You must be able to use Python and Amazon Web Services to orchestrate data processing pipelines for large datasets.You should have a high level of autonomy to get the job completed with minimal direction and oversight.Have a thirst for knowledge and the ability to pick up new technologies quickly.Possess out of the box thinking and an ability to solve difficult problems."
Phyton developers,Global HR Consulting -Recuiting,"Montevideo, Uruguay, Uruguay- South America",31 August 2021,Developer / Engineer,Back end,"Upper-intermediate level of English skills.Expert in Python, with knowledge of Django web framework.Working experience on Cassandra and caching solutions (e.g. Redis, ElastiCache).Strong understanding of algorithms and data structures.South America Candidates - Estern time zone."
Senior Python/Django Devloper,Total Ticketing Limited,"Hong Kong, Hong Kong, Hong Kong",31 August 2021,Developer / Engineer,Back end,"5+ years experience in Python5+ System integration experience; payment processing and merchant integration experience, a plus!4+ years experience using Django; additional experience architecting enterprise-level content-management systems, a plus!LAMP + NGINX (python-centric) experienceExcellent knowledge of mySQL + PostGRESJavaScript, particularly JQuery + VueJSSCSS + CSSDocker and containerisation knowledge"
Remote Python Developer,Scopic,"Any city, Worldwide",30 August 2021,Developer / Engineer,"Back end,Front end,Web","The skills and traits we’re looking for:2+ years of professional software development experienceStrong Python programming skillsExpertise in Django or similar framework (e.g. Flask)JavaScript programming skills, including at least one JavaScript framework (e.g. React, Angular, or Vue.js)Database skills including schemas and ORMsGeneral programming best practices, including proper use of Git"
Data Engineer (m/f/d),Global Savings Group,"Berlin, Berlin, Germany",29 August 2021,Data Analyst,"Back end,Big Data,Cloud,Database,Integration","We are a match if you have...Proven hands-on experience in (Data-)EngineeringProven experience in development ETL, data flows and processing Data at scaleExperience in implementing services and solutions using AWS Big Data, Analytics, or Data Engineering solutionsExperience with Python, Scala and/or JavaExperience with of Spark, Flink, MapReduce/HadoopWorking knowledge of relational databases and query authoring (SQL)Agile mindset, enthusiasm and passion to design/develop data-driven productsFluent verbal and written communication skills in English"
Remote Staff Python Engineer  for Pre-IPO Startup- North America Based only,Technical Integrity,"Boulder/ Remote, Colorado, USA",27 August 2021,Developer / Engineer,"Back end,Cloud","We are Excited about You because:You have strong proficiency in Python Django Architecture for large scale systems with high throughput and redundancy and you love Rest API’sYou understand how to lead a team through uncertainty and use it as an opportunity to innovateYou enjoy organizing energizers to maximize impact - for users and team membersYou have demonstrated an ability to introduce new technologies, toolkits and frameworksYou care about user outcomesYou value team success over personal successYou embrace uncertainty and use it as an opportunity to innovateYou create solutions according to best practicesYou’ve learned how to communicate your ideas and foster respect on a team for other's ideas"
Django backend developer,Yescapa,"bordeaux, France",26 August 2021,Developer / Engineer,"Back end,Cloud,Database,Testing,Web","You have already developed and maintained code in productionGood knowledge of the Python development languageExperience with a web framework (such as Django, Rails or Symfony) and the development of REST APIsKnowledge of relational databases (PostgreSQL, MySQL, etc.)Comfortable with GNU/Linux and version control tools (git, hg, SVN, etc.)You are used to writing testsGood team spirit"
Python Developer,Zydelo Inc.,"India, India, India",26 August 2021,Developer / Engineer,"Back end,Systems","ResponsibilitiesDesign highly scalable, testable code and follow Test Driven Development methodologyAble to write well organised, modularised code with test cases.Contribute to the design and architecture of our backend APIs and deployment of microservices.Ensure adherence to engineering best practices and maintain the overall quality of our codebase.Work with the product team to translate powerful ideas into everyday business value."
Embedded Python Software Engineer,Advantics,"Geneva region, Ain, France",25 August 2021,Developer / Engineer,,"Senior python developer with a good background in software architectureExperience with inter-process and inter-machine communications (for example ZeroMQ, CAN bus, WebSocket, JSON)Experience with state machine design principles welcomedExperience with QT bindings and Python async programming helpfulExperience with Docker or embedded Linux systems is welcomed"
Lead Developer: Web Platform,Metaculus,"Remote, Remote",24 August 2021,Developer / Engineer,"Back end,Big Data,Database,Front end,Integration,Lead,Machine Learning,Management,Numeric processing,Systems,Testing,Text Processing,Web","The ideal candidate:Has a strong software engineering background.B.Eng, MS or Ph.D. in Computer Science8+ years of experience designing and developing software systems with a strong understanding of scaling and performancePassionate about programming.Clean coding habits, attention to detail, and focus on quality.Hands-on programmer with strong data-structures and algorithms skills.Good understanding of database internals, query processing and query optimizationAbility to reason about and choose among different frameworks, cloud services, and libraries.Fluent in modern Python and Javascript web development frameworks."
Software Engineer,Ada Mode,"SW England, United Kingdom",24 August 2021,Developer / Engineer,"Back end,Cloud,Web","Experience and QualificationsBSc and ideally an MSc/MEng in computer science or similar discipline. In lieu of a degree, demonstrable experience will also be considered.Demonstrable experience in the development of web applications from the backendStrong programming skills in Python with knowledge of most common platforms such as Flask/Django or Airflow/DagsterSignificant AWS experience for web app development covering some of compute (ECS, EC2, LAMBDA), storage (RDS, S3, ECR), app development (SNS, SQS, Cognito), CI/CD (CodePipeline) & best practices (CloudFormation, IAM, Secrets, Security e.c.t)CI/CD techniques such as github actions and development of staging environmentsCloud architecture design and budgetingSoftware development best practices including agile development, version control, sprint planning, API and architecture designSome experience or awareness of data driven software development considerations such as database management, scheduling or ETL/ELT pipeline developmentCreative problem-solving skills"
CAD Infrastructure DevOps Engineer,Xilinx,"Telangana, Hyderabad, India",23 August 2021,Developer / Engineer,"Back end,Database,Operations,Systems,Text Processing",BSEE or higher with 5+ years’ experience is preferredProficiency in Python and/or other object-oriented programming language is a mustStrong troubleshooting and problem-solving skills are a mustExperience in ICManage (Perforce) and/or other version control system is a plusExperience in MySQL and/or MariaDB is a plusExperience in HTML and CSS is a plusKnowledge in SW automation development is a plusExperience in Linux based environment is preferredMust be a quick learner
Python Solution Developer,Triton Digital,"Montréal, Quebec, Canada",23 August 2021,Developer / Engineer,"Back end,Cloud,Finance,Numeric processing,Systems","Desired skills and experience:5+ years of software development experience and support of various software applicationsExperience with any type of large-scale data processing and processing pipelines3+ years Python development3+ years SQLExperience with RESTful servicesAWS ECS, S3 experienceGitEnglish is mandatory, French an asset."
Software Engineer Data Intelligence (d/f/m),Stylight GmbH,"Munich, Bavaria, Germany",23 August 2021,Developer / Engineer,,"Your ProfileWe breathe Python! We hope you do too - If not, we expect you to have a strong desire to learn and significant experience in another programming language.You bring hands-on experience in software development and are eager to improve our data applications.You have advanced SQL knowledge and enjoy modeling and transforming data.Whether it's informal chats or tech discussions - English is no problem for you.Additional expertise in analytics tools like looker is a plus."
REMOTE SENIOR SOFTWARE ARCHITECT JOBS,Turing.com,"Remote, Remote, India",23 August 2021,Developer / Engineer,,"We, at Turing, hire Senior Software Architects who meet the following requirements:Bachelor’s/Master’s degree in Computer Science (or equivalent experience)4+ years of experience as a Software ArchitectExpert-level understanding of one or more technical domains, such as React, Node, Python,JavaScript, React Native, PHP, Vue, Java, Golang, Ruby on Rails, Angular, Django, etc.Working knowledge of multiple front and back-end technologiesExpert understanding of design patterns and architecture of software applicationsHow to Become a Turing Developer:Create your account onhttps://turing.com/lVoemrFill in your basic information (name, number, location, previous salary, experience, etc.)Solve multiple-choice questionsSchedule a technical interviewFinal Onboarding"
Remote Python Developer,Turing.com,"Remote, Remote, India",23 August 2021,Developer / Engineer,,"How to Become a Turing Developer:Create your account onhttps://turing.com/lVoemrFill in your basic information (name, number, location, previous salary, experience, etc.)Solve multiple-choice questionsSchedule a technical interviewFinal Onboarding"
"Machine Learning Engineer, Recommendations (Remote)",Multi Media LLC,"Los Angeles, San Francisco, Irvine or Remote, CA, United States",20 August 2021,Other,Machine Learning,"BS in STEM or social sciences7+ years industry experienceStrong coding skills, preferably in PythonExperience building and deploying machine learning systems to drive recommendations or personalizationStrong experience in designing large, data-driven applicationsDeep understanding of machine learning algorithms and best practices"
"Senior Backend Engineer, Infrastructure",Multi Media LLC,"Los Angeles, San Francisco, Irvine CA or Remote, CA, United States",20 August 2021,Developer / Engineer,Back end,"A degree in STEM and/or relevant professional experience.Solid knowledge of programming fundamentals - algorithms, data structures, design patterns, and paradigms.7+ years of professional experience with Python in a high-paced production environment.Familiarity with Django or extensive experience with similar Python-based frameworks.Expert knowledge of inner workings of Django is highly desirable.Expert knowledge of web development with a deep understanding of inner workings of major browsers, including how they render HTML/CSS and their Javascript runtime environment.Proven problem-solving and fast-learning skills."
Backend Software Engineer,Multi Media LLC,"Los Angeles, San Francisco, Irvine or Remote, CA, United States",20 August 2021,Developer / Engineer,Back end,"What will you bring:A degree in STEM and/or relevant professional experienceSolid knowledge of programming fundamentals - algorithms, data structures, design patterns, and paradigms3+years of professional experience and expert knowledge of the inner workings of Django.Expert knowledge of web development with a deep understanding of the inner workings of major browsers, including how they render HTML/CSS and their Javascript runtime environment.Proven problem-solving and fast-learning skills."
Senior Software Engineer (REMOTE OK),Angaza,"San Francisco, CA, USA",19 August 2021,Developer / Engineer,"Back end,Cloud,Database,Web","Our StackBackend: Python with Flask, SQLAlchemy, and CeleryInfrastructure: AWS with PostgreSQL, EC2, Lambda, and friendsFrontend: modern JS with React/ReduxMobile: Android with Kotlin"
"Senior Data Scientist (ALS) - Houston, TX, Claremore, OK or Calgary",Baker Hughes,"Houston, Texas, United States",19 August 2021,Researcher / Scientist,"Database,Management,Systems,Testing","Bachelor’s Degree in Computer Science or related Data Analytics subject, Master’s or Ph.D strongly preferred5+ years of time series data processing using machine learning techniques3+ years of practical work using real-world data to solve real-world problems3+ years of Tensor Flow, Azure ML or other machine learning platform3+ years querying relational databases using SQL3+ years Python coding experience"
Senior Software Engineer,nPlan,"London, London, United Kingdom",18 August 2021,Developer / Engineer,"Back end,Big Data,Cloud,Machine Learning","We need you to have:Strong algorithmic, technical design, and architecture skillsA track record of API and/or microservice development and scalingMastery of Python (preferred) or Javascript, or experience with a wide range of other languagesDegree in Computer Science, Engineering, Physics or Maths, or equivalent experienceFamiliar working with version control and collaboration tools (ideally Git & JIRA)A history of designing and building high-performing rock-solid softwareThe ability to share your expertise and mentor junior engineersExperience with Docker and Kubernetes or serverless application deployment(bonus) Experience with GraphQL and/or React for the web(bonus) Contributions to relevant open source projectsNo experience with or knowledge of machine learning is required"
Lead Backend Engineer - 100% REMOTE,Remotesome,"Slovenia, Europe",18 August 2021,Developer / Engineer,Back end,"Must be located in Europe5+ years of experience with development on the backend with one or few languages such as  (Node.js, Python, Go)Experience with designing and implementing a backend for scalable mobile and/or web applicationsGood knowledge of relational databasesMotivated, self-driven, and leads by exampleFluent in English, both written and spokenStrong analytical thinking and comfortable with decision making"
Mid/Senior Python Developer (REMOTE),DevsData LLC,"Warsaw (remotely), Poland",18 August 2021,Developer / Engineer,Back end,"Ideal candidate profile:Strong software development skills with PythonRemote or if you’re in Warsaw, you can work in the officeSeniority – mid OR seniorDatabases (not required, but preferred)Basic experience with DjangoBasis of JavaScript (infrequent front-end modifications)At the very minimum 2-3 years of professional experienceConversational or fluent English (at least B2, ideally C1)High level of proactivity and resourcefulness – it’s a dynamic startup environment, you’ll not have preplanned & extensively described Jira tasks, the expectation is to suggest the best solution to the assignment from yourselfAbility to learn quickly"
Python Engineer in Test (REMOTE),DevsData LLC,"Warsaw (remotely), Poland",18 August 2021,Developer / Engineer,Back end,3+ years of experienceExperience in programming in Python or a similar languageExperience in public clouds (mostly AWS EC2/Azure VM)Experience in containers (Docker)Fluent English (at least B2)Strong motivation to learn and to grow
Senior Python Engineer (REMOTE),DevsData LLC,"Warsaw (remotely), Poland",18 August 2021,Developer / Engineer,Back end,"Ideal candidate profile:4+ years of experienceStrong software development skills with PythonBasis of JavaScript (infrequent front-end modifications)Enjoys solving unpredictable and dynamic challengesFamiliarity with Kubernetes and resource managementDabbled in trust-less and distributed systemsExperience with PostgreSQL or other SQL databasesHigh level of proactivity and resourcefulness - it’s a dynamic startup environment, you’ll not have preplanned & extensively described Jira tasks, the expectation is to suggest the best solution to the assignment from yourselfConversational English (at least B2, ideally C1)"
Mid Python Developer (REMOTE),DevsData LLC,"Warsaw (remotely), Poland",18 August 2021,Developer / Engineer,"Back end,Cloud","Strong, commercial experience with PythonExperience in working with Docker, GraphQL, PostgreSQL, Kubernetes, Django, AWS, Kafka, Terraform will be a plusFluent English (B2 at the very minimum, ideally C1)Experience in working with a company that has a strong technical and engineering cultureExperienced at writing clean, scalable code with significant experience in one or more scripting languages"
Data Engineer (Python),Nesta,"Edinburgh or London with flexibility to work remotely, United Kingdom",17 August 2021,Developer / Engineer,"Cloud,Database,Text Processing",The personEssentialEither:At least four years relevant work experience;
QA Automation with Python,SentinelOne,"Prague, Czechia",17 August 2021,Other,"Back end,Big Data,Cloud,Database,Machine Learning,Testing","Experience in test automation using Python or Java.Ability to reproduce issues and work closely with development to resolve.Debugging experience and ability to investigate and triage difficult problems.Experience in SW validation methodologies and concepts, testing and integration.Strong self-management capabilities: proactive, initiative, self-learner.Experience with VMWare and building and maintaining Jenkins jobs."
Full Stack Developer with Python/Django,NemaLife Inc.,"all country, Full time remote position",17 August 2021,Developer / Engineer,"Integration,Operations","BS in Computer Science or a scientific field (engineering, physics), or equivalent experienceHigh level of proficiency in Python, Javascript and a working knowledge of node.jsAt least 3 years of cloud software development experienceExperience in the design and development of sophisticated, modern web applications and services using DjangoFamiliarity with relational databases and scientific data visualization"
Senior Python Engineer,"Saile, Inc.","Kansas City - Flexible Remote Available, Missouri, United States",17 August 2021,Developer / Engineer,"Back end,Cloud,Database,Image Processing,Integration,Machine Learning,Systems,Text Processing",Our desired candidate will work closely with other developers and specifically our VP of engineering in troubleshooting and optimizing our current technology assets while overseeing deployments and developments of new capabilities.Requirements are:Excellent communication skillsTechnical problems solverStrong desire to innovateAbility to resolve technical debt while making improvements
Senior Full Stack Web Developer,Yale University,"New Haven, Connecticut, United States",16 August 2021,Developer / Engineer,"Back end,Database,Front end,Integration,Web","Bachelor's Degree in a related field and six years of related work experience or an equivalent combination of education and experience.Qualifications:Demonstrated UI/UX development leveraging HTML, CSS, JavaScript, JavaScript Frameworks.Demonstrated experience developing RESTFul services and APIs with a high-level programming language and database integrations such as PostgreSQL or MySQL.Demonstrated experience with custom application/database architecture design and documentation for software development.Demonstrated experience managing mid-sized software development projects and ability to communicate with both technical and non-technical audiences."
Senior Python Developer / Python Engineer,PCR Staffing Inc,"Raleigh - 100% remote, NC, United States",16 August 2021,Developer / Engineer,"Cloud,Front end,Integration,Lead,Web","Main Duties/Required Skills:Bachelor’s Degree in Computer Science, Engineering, related field, or equivalent experience required.4+ years of experience programming in Python, preferably using Django and Django REST framework.Experience with API development for large data volumes, incorporating synchronous and asynchronous communication patternsDeep knowledge of object-orientated programming.3+ years of SQL experience, preferably using PostgreSQL2+ years of AWS experienceExperience with and an appreciation for agile development methodologies.Excellent written/verbal communication and interpersonal.Strong organizational skills and ability to perform multiple tasks simultaneously, set priorities, and work in a team with diverse cultural backgrounds.Solution oriented with a high sense of quality, attention to detail, accuracy, efficiency, and meeting tight deadlines."
